Id,Label,Country
80368161,germanabarata,Canada
2237937049,MathieuArcand,Canada
979128471459807232,ncldoucette,Canada
587809387,CarineMonat,Canada
1387939524,JeanPolfus,Canada
1395498835,PeterJWilton,Canada
21411111,binhanv,Canada
159951505,m_m_campbell,Canada
156970967,wmargolese,Canada
106769428,Isaburgun,Canada
272611562,NancyJButcher,Canada
2944178841,hannah_mcca,Canada
452572233,JRWarford,Canada
16454472,KatarzynaMM,Canada
46227488,BrazeauAnik,Canada
623854000,FisherSpeaks,Canada
3939650128,HenriOscarComm,Canada
11435772,ottaross,Canada
105778933,planetepeace,Canada
339722887,SnowHydro,Canada
1063813423,stephen_want,Canada
93953552,Jess_Keating,Canada
398180848,MorganeUrli,Canada
278332728,JeremyBouchez,Canada
78734212,chrissasaki,Canada
158037919,or_Maggie,Canada
987849932,RySciDean,Canada
704400267341602816,arun_dayanandan,Canada
2382793933,Thepurplelilac,Canada
1201743792,MeredithHanel,Canada
172869983,bibaswanghoshal,Canada
97620342,DeNovo_Fatima,Canada
24729222,MichelRochonRC,Canada
877624194749550592,MicrobiomeMedia,Canada
1460016181,ScienceBorealis,Canada
177012699,ChewieD23,Canada
926554518,Sciencesenviro,Canada
1630613665,LeanderCampbell,Canada
2847565678,AsherMullard,Canada
70016558,SaySandra,Canada
68451113,Science_Comm,Canada
167560617,sophiehamr,Canada
769215569551724544,AbSPORU_PEP,Canada
325269604,DSP_SPE,Chile
2177958414,GwenMaguelonne,Canada
138972713,evildrganymede,Australia
23450407,vmorin,Canada
355338630,alinacfisher,Australia
137759637,SMCCanada,Canada
2693807904,EcolEvol,Canada
169409323,ljevanso,Canada
781617508478513152,DrTFern,Canada
995710778,L_Gouin,Canada
20180346,katmidds,Canada
184636411,hcsmca,Canada
33509773,dirch3,Canada
2366162870,derepressed,Canada
372279824,EmillyDubeau,Canada
2156007288,PolishPaleo,United States of America
753337720030760960,SciPoliBoundary,Canada
4129697892,CataFernndez2,Canada
254947051,deepsud13,Canada
3329891278,DoctorZedd,Canada
848186777982652416,mazroueisara,
19596074,FlyingTrilobite,
906278622,kasiakaluzny,Canada
4826044161,AcfasAlberta,Canada
1969299078,BirdBiologist,Canada
2836691226,elainetwsalt,Canada
1205521573,SociObservation,Canada
26682928,dehall74,Canada
222177874,saschaalles,UK
231482702,darrenjanderson,Canada
3362568711,mimi_masson,Canada
27972640,PaulTherrien,Canada
131076855,JessMLu,Canada
34415079,manuchretien,Canada
1118820366,Marianne_Fa,Canada
20713213,polarisdotca,Canada
36396462,wright1000,Canada
426389014,DrScottSampson,Canada
993360876,MyreMaxine,Canada
445749337,staceyleekerr,Canada
1435923672,SergeLepage,Canada
49213571,andyandy_tk,Canada
4751359411,AlineTalhouk,Canada
3188826024,paleoblais,Canada
214259539,karidoerksen,Canada
22978722,tang00,Canada
244160292,StangJared,Canada
373079416,JRyanCS,Canada
144202717,BL_Owens,Canada
917623993,Centre4involve,Canada
114491835,cestmabiologie,Canada
911750256,joshsilberg,Canada
475690120,ElliFairbairn,Canada
23972313,Kelly_Loverock,Canada
20717303,stephthibault,Canada
2412802208,AimeeKGunther,Canada
522628601,AnneSteino,Canada
54420633,ChelseaScherer,Canada
246635052,melaniebrgr,Canada
725085496116912129,MichelleCbell,Canada
2538110185,CMRobillard,Canada
94497544,ProfessorFeng,Canada
4208544673,JillianDitner,Canada
1496851160,RackebT,Canada
918081511,BisousZou,Canada
3329500751,CylitaGuy,Canada
25128020,WFSJ,Canada
2532541818,ElsaPiollet,Canada
456348582,EngFreeman,Canada
1362209486,FFSpinelli,Canada
240347448,IMSMagazine,Canada
16552945,paslap,Canada
913218758,NLTamburello,Canada
27579965,resourceswriter,Canada
17178422,robynsussel,Canada
379212448,Point_Mutation,Canada
2444371909,ScottWx_TWN,Canada
141682456,ryjameson,Canada
964596260916183040,jenburgessart,Canada
1961211860,am_percival,Canada
2384860178,RavenEcological,Canada
46152623,PraxisMedHat,Canada
133450999,JayIsPainting,Canada
147728303,ashinonyx,Canada
202484055,raymondsbrain,Canada
1639704374,rachel_k_salt,Canada
90642026,isabellegirard1,Canada
15137538,jasonpriem,Canada
2596465123,ScienceConfab,Canada
891627374,DecouverteRC,Canada
196214313,TheresaLiao,Canada
108071808,maikeal,Canada
2264502764,MarieBeau,Canada
1875808704,fishes_oconnor,
500378744,kironcmukherjee,Canada
501854993,LB_CopyEditor,Canada
209632736,utjcb,Canada
123717794,AntonHolland,Canada
77254498,deepgreendesign,Canada
3001828889,MarianneDez,Canada
909122428827308037,hobosci,
3072087594,WMughal_PhD,Canada
756210326,cherylctchan,Canada
1283100218,drlabos,Chile
407257811,kimflock,Canada
2279253295,Sam_Stefanoff,Canada
2900581634,jlongo92,Canada
122280938,samsteph,
310316876,JMichelleLavery,Canada
22200760,vexedmuddler,Canada
26525456,emvandee,Canada
776645364778754048,livesciblog,Canada
16469647,danfalk,Canada
140884754,jesserogerson,Canada
191606313,candiscallison,Canada
213394155,DunlapInstitute,Canada
3392889143,OLagueux1,Canada
502199852,PamLincez,Canada
808384336730976257,SciArtTO,Canada
3272267882,JulieM_273,Canada
18745189,joseenadia,Canada
4710757349,ajtessierRD,Canada
2693657023,anatomysupply,Canada
3011381758,FilartRoshelle,Canada
1566189824,kalina_kamenova,Canada
589998452,michellelloyd82,Canada
5920812,tentillum,Canada
420318827,Radar_Science,Canada
25126878,mpelie,Canada
1955376680,phishdoc,Canada
36248931,Tingo_89,Canada
2169016992,eawlkr,Canada
17265337,MargSheridan,Canada
28028017,dchalaud,Canada
4184830882,DOPaczesniak,Canada
2961407036,seanmsinden,Canada
1199355600,vivmn,Canada
4914167988,GeoWestin,Canada
513354952,1nfinitezer0,Canada
2468339172,astroguypaul,Canada
3418332323,cpass_ms,Canada
405088825,DrummerBoy2112,Canada
302329916,ohkay_h,
33964657,nicolakimjones,Canada
2308483172,lia_pas,Canada
467137030,RajBhardwajMD,Canada
1021387891,CdnPeace,
102240014,Fernandokijano,Argentina
102340461,intalert,UK
106031654,HaitiLiveFeeds,
1191718411,muzielli,Argentina
122439256,globaledcon,Canada
12321942,osbi,Philippines
127380158,ACEFabitibi,Canada
128888597,jjarmasz,Canada
1297482212,BitcoinNotBombs,
131786421,humaniste_dz,ⵍⵣⵣⴰⵢⴻⵔ الجزائر
1327445246,Penelopexzoq,
1329852552,Allysontdfe,
1335692455,Fundac_DaVinci,Argentina
134068777,IAnandBansode,United States of America
1346936882,EquitasIntl,Canada
135488104,tipao_news,France
136583670,kouadiolaure,
142001739,Willy_Nourson,France
144123089,henislah,
145377264,ali731981,العراق
146181560,ICAN_UK,UK
150068952,TwitMonsieurB,France
15635068,JoshZuckerbrot,Canada
15673997,ArielTroster,
160781097,Paulina_Hunt,
1612526437,LDNPeacePrize,UK
161842608,piafigueroae,Argentina
161935359,rodrigo_vau,Chile
163708739,AngeloCanepa,
16596200,natalieben,UK
1683386617,SigmanSteven,United States of America
17735770,koryzma,Chile
178549360,pierreht,
17986973,Addictd2Success,United States of America
18033807,UtopiaMy,Canada
182822864,Nayaste,
184410094,Cacereco,Canada
186842969,ivanovotny,Argentina
190482771,AgapeChoir,United States of America
1911568255,elovalou,
194610835,cessonslahausse,
194668409,mondisommersi,Papua Niugini
195279427,engramfilm,
19636850,tannerritchie,Canada
196713458,MRIF_Quebec,Canada
201251402,pascalemalaterr,Canada
202933335,HeberRojo,Argentina
209452542,nikolastergiou,United States of America
21397817,valeriomh,
216558256,gginalex33,
2174661258,collegetips33,
217580999,mapncanada,Canada
2177058108,EatPrayNepal,
2187451484,iMusicGuitar,Canada
2196119136,CentrePaixMtl,
2237755591,IDSDP,
2241139044,learnrevproject,
2273147136,ProjectSMARTedu,India
233684955,Amy16161616,UK
2367303485,compartycanada,Canada
23719756,ekoskaiphos,United States of America
23857351,SilviaSwinden,UK
2388297079,osbi_san,
2424259525,espnoviolentos,
246287557,PR_trooper,Canada
24688356,mission4orphans,United States of America
247804985,ActionPaix,België / Belgique / Belgien
24782562,thepresencegrp,United States of America
247860796,madri58,
24957236,goproject,United States of America
2512892325,mathieu_lemay,
252946212,scarsstrength,Canada
254937815,justinbur,Canada
2560498956,minerpools,
256212100,MemoscopioNews,
258959765,Lowenger,Canada
260234192,parlecoeur,Canada
260484012,GNoViolenta,
2612556330,puffyalvaro749,
262742350,Parti_Rhinocros,
2643563643,JSchouwen,
2682241266,1minutealafois,Canada
271991699,DoublonsLeRRQ,Canada
2737664420,gmauricio554,Chile
2750105810,WMN4SRVL,대한민국
2760672649,pipamaite185,
276661061,larryrousseau,Canada
278134585,jevote,France
2787115696,yves0357,
2789899536,UNESCO_MGIEP,
28142640,CorBrown,
282735842,FanfanBacque,France
283703172,biebsbeactingup,
2858224716,JawedSiddiqui7E,India
2868656656,Lilipress1,France
2898817801,JenniNena94,
2937568182,isuruumayanga0,
293827707,ljeanbabin,
29494239,Lonches_Locus,
2979703510,miguelsant29,
302039567,SDGFund,Canada
3029459770,ErlindaSturm,
305226081,SRSGVAC,United States of America
3083199587,CiudadHumanista,Argentina
3098032240,vallamazares,
3166036801,falconer_lisa,
326388587,BertrandM8,France
3296538975,cyberdarcl,Chile
329773213,honorer1,
330622730,lfi9210,France
33509989,Robrava,Italia
33704199,simonefil,
340691121,RNewly,United States of America
343466111,FedericoRG,Chile
34353596,nonviolence,
34561847,vivens08,Rwanda
3537027383,al_ilm_nur,
374459833,bouche_cousue,
38254592,telelakay,Canada
38410853,ctbto_alerts,Österreich
384625615,GamerReport,
3916218915,zeynep_sule9,Türkiye
39965918,wellbeingsilkro,United States of America
399710125,Sheriff1977,Côte d’Ivoire
401031274,MarcTremb,Canada
4054253837,frankibel01,
407123891,EniHH33,France
420388655,javiervalenzu14,Chile
42202505,BrianMagwaro,Kenya
4221921854,Rejaulkarimj,বাংলাদেশ
424184491,lelasavic,Canada
4374125355,SerialTarvelers,Italia
44131530,sevdum,France
45956475,joleemagazine,Ecuador
4710648514,lemi70354701,
483129663,CCB62,Italia
4831725513,MontrealTopNews,
484253151,Manon_be,France
4847631454,unwfpa,United States of America
48787309,gabrielvl05,Colombia
4884782801,esafesociety,الإمارات العربية المتحدة
4923774562,vicente_roda,España
504914052,UNECOSOC,United States of America
506498500,Mcdesro,
51062572,marcelo1966,Chile
51091921,raffka,
52099856,karineteow,Deutschland
524220486,Achat_Followers,
52815096,jgossa,Chile
537430142,francyinnocent,
542994466,YMCAQuebec,Canada
55050927,Reiki_SPHE_RE,Canada
582576323,OSCPFAFRIQUE,Sénégal
594797441,AnaMari24165196,
613244494,PepaBenitez,España
613932425,YorkvilleRun,Canada
6150612,paxnews,
67416742,Matt_Tremblay,Canada
678403,elemenous,United States of America
69001765,rajeshsheth,India
69369763,dzuckerbrot,
69425160,johnjsuarez,United States of America
700912365013852160,lovecircles_org,United States of America
70480023,ATSAmontreal,Canada
709374273346015232,MySirenApp,United States of America
717825399800143873,CFranchel,
748655366959939585,fcjmontreal,Canada
749181199998939136,ThakurBhau,India
757402692,ciampi_maria,
758339192531410945,PlaneteCouleurs,
763543334,SanWalas,Argentina
784645315,pierre55047764,
791204519002705920,ouattaraabissi2,
796382688542265344,michellepotus,
798210134275137536,WelcomeCantri,
815207960,alwan_taif,
821802441184309249,phennico,België / Belgique / Belgien
827200138984697856,germany_plow,Ayiti
847617447251197953,RichardVachonJU,Canada
856511304,e_delviento,Chile
86536075,ciaojames,UK
868783279,loti_lot,Burkina
86886484,DanielRobaldo,Argentina
870389162276524033,ChristopheBurba,France
874620952750981120,DaveWoo45573702,United States of America
883410655,Pressenza_it,Italia
883412840,Pressenza_fr,
88859878,Paix_interieure,Magyarország
888883784980058113,CREAtittude,France
889263427,vega_boris,Canada
901512566928748546,AlainFI77100,
90478743,betepolitique,Canada
90645688,SusanaRubioN,
908959362,gregraj,Canada
915937645,GeorgesNoel11,
922850345063256064,Jordan58750324,
92943086,cobboldino,
936662706,MsgysvMurcia,
940911671123554307,humanizearth,Italia
964245574932467712,ConstructNhuIGL,
969146357121503232,papischarm42,
974059269325709312,atilio_garrett,Canada
989548977031925761,IngramScott2,United States of America
99363386,DMonteverdeR,Chile
102768569,hardsci,United States of America
106520526,pomedli,Canada
1076332622,HenryOtgaar,Nederland
1079872238,LabBayliss,UK
1087371109,CurtisMaloley,Canada
1093788314,profcikara,United States of America
111662550,erinlpc,United States of America
1119394370,JPdeRuiter,United States of America
11939852,tomstafford,UK
1205829984,diegoareinero,United States of America
1228210214,ericsun924,Australia
125040819,cgore13,Canada
125694811,Martijn_Kager,Nederland
1262337464,ian_jdavidson,Canada
12819112,PLOS,UK
1304701776,romepetricca,Canada
1314817975,bahniks,Česko
1318408266,lariviev,Canada
1320475297,rubenarslan,Deutschland
1361723136,SGruninger,Schweiz/Suisse/Svizzera/Svizra
1379904841,BiancaM_author,Canada
1407947514,LEdeRuiter,United States of America
14119482,seanrife,United States of America
1414186285,wgervais,United States of America
1426071570,Notawful,United States of America
14459120,srinitata,India
1458567006,Robert_M_Ross,UK
1482324739,_raggedclaws,Canada
148876948,salonidiwakar,
1496470692,AJBenjaminJr,
15071492,asehelene,Sverige
151080118,AmandaFerg00,Canada
15405306,schotz,United States of America
156737141,asassylassie,Canada
157793993,andreasose,Norge
15898569,TheHalliCJShow,United States of America
15911169,rlucas11,
1606338776,sarahruthbeck,UK
16163217,lukasneville,Canada
1618123446,BrentWRoberts,
162134946,ColleenDerkatch,
16593401,lynnivere,United States of America
1672160996,CalvinKLai,United States of America
1696747194,MattPattyson,
1717388304,ProfAMGoodwill,Canada
17387342,lakens,Nederland
176608663,ZanderCrook,UK
17982361,alexgill,Canada
181122383,Gaz_Edwards,UK
182381802,RyersonLTO,Canada
182705192,Legomorph,UK
1872660188,TeesThatFeed,Canada
187966710,Wanty72,
1881182173,NobaProject,
18824923,MAPS,Тоҷикистон
18825417,jivory,United States of America
1911611502,RobertMLowry,
1948522831,LGIBooks,
1952975701,John_J_McGrath,
1959198050,pimpmymemory,UK
197742569,raybbecker,Deutschland
